<<<<<<< HEAD
battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
0.6794350899346923,-0.9900495037128095,1.6888326698509901,-1.019183979313898,1.5414626195729444,0.9578859753157553,0.7691617397351987,1.0343568190481278,0.5015709748249962,-0.22756439290940172,1.1683548113647708,0.09216763284761133,0.12378052891841014,0.675715509461783,1.1142655626114704,1.8903368717197957,-1.6495840959342845,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.41765995364487335,-0.9900495037128095,-0.6401690160258973,-1.019183979313898,2.4630455324033425,-1.0439655927422493,-1.6011363796336728,-1.3933037788854497,-0.7982017051338693,-1.539174726681169,1.1683548113647708,-1.4517731991149652,-0.753348741432391,-1.4894157172333782,1.5890777763587678,-1.094526401978412,-1.4665207182920377,0.5596406313378746,0.9940178924830986,0.9860966422066364
1.00039417008134,1.0100505037878158,0.9533584532582887,0.981177118456265,1.5414626195729444,-1.0439655927422493,-1.3806435313202894,-0.006069151494834045,1.462272520881549,-1.539174726681169,0.6735338282216478,-0.5118851306063602,1.1837414941444442,-1.4294780980957353,-1.7346077198723144,-0.6353166675633032,1.4624933239839086,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.01711440314952155,-0.9900495037128095,-0.3950109438283302,0.981177118456265,0.15908825032734747,-1.0439655927422493,1.2101474363619655,1.0343568190481278,1.2644810261052,-0.6647678374999909,0.013772517364150388,-0.02954449113192025,-0.15625282652340233,-0.3340028437031239,-1.7346077198723144,-0.6353166675633032,-0.9173305853652978,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.5240286659656965,1.0100505037878158,1.198516525455856,0.981177118456265,-0.9928903907106499,-1.0439655927422493,0.49354567934346943,-0.6996864651901419,-0.45913057123155654,-1.539174726681169,-1.4706904320652185,-0.5795029772616556,-1.4962471471912488,0.4857593626563303,1.1142655626114704,0.2831028012669145,-1.2834573406497911,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
1.3463926110904918,1.0100505037878158,-0.6401690160258973,-1.019183979313898,0.6198797067425464,0.9578859753157553,0.8242849518135446,-0.6996864651901419,-0.6569220660079056,-1.539174726681169,0.17871284507852472,1.2304013848784159,1.4591461990830863,1.141384704300393,0.16464113511687545,0.9719174028895778,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.9594206704881508,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.532098934295451,0.9578859753157553,-0.9396578346935226,0.6875481622004737,-1.1372728390361821,1.5212493854529547,-0.31610813806459825,-0.46229870972581033,-1.579562856248317,0.2764387542833313,-0.07276497175677328,-0.1761069331481943,-0.36814045243855786,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.8229265618155729,-0.9900495037128095,-0.2724319077295465,0.981177118456265,1.0806711631577455,0.9578859753157553,0.7691617397351987,1.0343568190481278,-0.1483153651544365,-1.539174726681169,0.6735338282216478,-0.4239819299544763,-1.3874738603667431,1.047328748115169,0.40204724199052416,1.4311271373046865,-0.9173305853652978,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.7455321736951046,1.0100505037878158,1.6888326698509901,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,0.7691617397351987,-1.3933037788854497,1.1514573148044291,0.2096390516811874,-1.4706904320652185,-0.41496621706710357,-1.3458160058382092,-1.624044830988699,-0.7849832923777195,-0.1761069331481943,1.0963665686994153,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
-0.7500847847610145,1.0100505037878158,-0.14985287163076313,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,1.1550242242836197,-0.6996864651901419,-1.6458795398896513,1.5212493854529547,-1.635630759779593,-0.022782706466390718,-0.6445754546078852,0.9800141912375084,-0.07276497175677328,0.7423125356820234,-1.2834573406497911,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.5338357591302946,1.0100505037878158,1.6888326698509901,0.981177118456265,-0.9928903907106499,-1.0439655927422493,0.16280640687339437,-1.0464951220377958,0.021220201796719875,0.6468424962717766,-0.15116781035022395,0.5767622005438945,-0.20716798205827736,1.5194527634762944,1.1142655626114704,0.5127076684744689,1.279429946341662,-1.7868609675630667,0.9940178924830986,0.9860966422066364
0.8365001717085836,1.0100505037878158,-1.253064196519815,0.981177118456265,-0.9928903907106499,0.9578859753157553,0.05255998271670267,1.3811654758957816,1.688319943483091,0.2096390516811874,-1.635630759779593,-1.1001603965074296,-1.1143834806796864,1.210543495613058,-0.310171078630422,-1.094526401978412,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.6128045817509395,1.0100505037878158,1.3210955615546396,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,0.4384224672651236,1.3811654758957816,-0.6286661381827129,0.6468424962717766,-1.3057501043508444,0.38968615813091073,-0.3737994001724137,-0.8254913206317955,0.8768594557378216,1.2015222700971322,-1.6495840959342845,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
-1.5194760548997868,-0.9900495037128095,-1.1304851604210315,-1.019183979313898,-0.7624946625030504,0.9578859753157553,0.6037921035001611,-0.006069151494834045,0.021220201796719875,-0.6647678374999909,-0.31610813806459825,-0.9491472056439366,-1.0842972524090784,0.4267438607361896,-1.259795506125017,-0.1761069331481943,1.279429946341662,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.2280247233768344,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,-0.9396578346935226,-0.006069151494834045,-1.0807609833857965,-0.6647678374999909,-1.635630759779593,1.802899153226583,1.6257776171972225,-0.8393230788943284,-1.7346077198723144,-1.3241312691859664,0.5471764357726754,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.7841451444506199,1.0100505037878158,0.7082003810607219,0.981177118456265,1.5414626195729444,-1.0439655927422493,-0.9947810467718684,0.6875481622004737,0.219011696573069,1.0840459408623657,1.0034144836503964,0.6691732576394648,0.9245370659668988,-0.3874856423182514,1.1142655626114704,1.6607320045122411,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.2053458913520039,-0.9900495037128095,1.0759374893570723,0.981177118456265,-0.7624946625030504,-1.0439655927422493,-1.160150683006906,-1.3933037788854497,-0.28959500428040014,0.2096390516811874,0.17871284507852472,-1.1858096689374702,0.6468180357766715,1.331340851105846,0.8768594557378216,1.8903368717197957,-1.4665207182920377,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
-1.2235563356156436,1.0100505037878158,-1.007906124322248,-1.019183979313898,0.6198797067425464,-1.0439655927422493,-0.9396578346935226,-0.006069151494834045,0.5580828304753818,-0.6647678374999909,0.17871284507852472,0.8044089509500554,0.01037859159073401,-0.33953554700813704,-1.4972016129986656,-0.6353166675633032,1.0963665686994153,0.5596406313378746,0.9940178924830986,0.9860966422066364
1.1073805301302224,-0.9900495037128095,-1.253064196519815,0.981177118456265,0.8502754349501459,0.9578859753157553,1.0999010122052737,1.7279741327434355,1.2644810261052,0.6468424962717766,0.34365317279289903,1.0816421222367663,-0.13079524875596485,-0.8125816795867647,1.5890777763587678,2.8087563405500133,-1.1003939630075446,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.1012534845641357,1.0100505037878158,0.0953052005668042,0.981177118456265,-0.07130747788025202,-1.0439655927422493,0.8242849518135446,1.3811654758957816,-1.3350643338125312,0.2096390516811874,-0.8109291212077213,-0.6155658288111464,-1.2949008503033341,0.5290988718789336,-0.7849832923777195,0.053497934059360104,1.0963665686994153,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1.7197067184951031,-0.9900495037128095,-0.027273835531979467,0.981177118456265,-0.532098934295451,0.9578859753157553,-1.3806435313202894,-0.006069151494834045,0.16249984092268352,1.5212493854529547,-0.4810484657789726,-0.4465212121729081,0.4246428116244897,1.3811351808509646,-1.259795506125017,-1.3241312691859664,1.6455567016261552,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.01711440314952155,-0.9900495037128095,-1.007906124322248,0.981177118456265,-0.532098934295451,-1.0439655927422493,-1.3806435313202894,1.3811654758957816,-0.7699457773086765,-1.539174726681169,-0.4810484657789726,-1.3571082137975516,0.9523089689859214,0.917310220447359,-0.7849832923777195,-0.4057118003557487,0.7302398134149221,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.9094261720678608,-0.9900495037128095,0.5856213449619383,0.981177118456265,-0.9928903907106499,-1.0439655927422493,-0.9947810467718684,-0.3528778083424879,0.9819217478532727,1.0840459408623657,-1.14080977663647,-0.1828116102172563,0.3228125005547397,1.5775461481789328,0.6394533488641729,0.5127076684744689,-0.002013697154064573,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.9685258926199706,1.0100505037878158,1.6888326698509901,0.981177118456265,1.0806711631577455,0.9578859753157553,-0.9396578346935226,-0.006069151494834045,1.038433603503658,1.0840459408623657,1.4982354667935194,1.2011003179944546,1.5679194859075918,-0.14404669689767105,-0.07276497175677328,0.2831028012669145,-0.36814045243855786,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.1028279190643124,1.0100505037878158,-0.5175899799271135,0.981177118456265,-0.7624946625030504,-1.0439655927422493,0.5486688914218153,1.7279741327434355,0.6711065417761527,1.5212493854529547,0.6735338282216478,-0.9987336265244865,1.2485426011888305,1.3488610782383876,-0.5475771855040708,-0.1761069331481943,-1.4665207182920377,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.8592632270381331,1.0100505037878158,0.9533584532582887,0.981177118456265,-0.3017032060878515,-1.0439655927422493,1.0999010122052737,-1.3933037788854497,-1.1372728390361821,0.2096390516811874,-0.31610813806459825,-1.1136839658384885,-0.2742834143542489,-1.3529423690430529,-1.259795506125017,-0.6353166675633032,-1.6495840959342845,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1.3896424162166359,1.0100505037878158,-1.253064196519815,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,-0.16793286559668072,-0.006069151494834045,1.1514573148044291,1.0840459408623657,0.34365317279289903,0.7503146736258192,1.6998360252479499,1.1118769533403228,0.40204724199052416,-0.4057118003557487,0.7302398134149221,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.861623755875807,1.0100505037878158,0.0953052005668042,0.981177118456265,2.0022540759881435,-1.0439655927422493,0.8794081638918904,-0.006069151494834045,1.3209928817555854,1.0840459408623657,1.333295139079145,-0.6989611730193439,0.48944391866887604,-0.23441418421288648,1.1142655626114704,-0.8649215347708576,1.279429946341662,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.3972574271529977,-0.9900495037128095,1.6888326698509901,0.981177118456265,-0.7624946625030504,0.9578859753157553,0.10768319479504852,-1.0464951220377958,1.2362250982800074,0.6468424962717766,0.5085935005072734,1.1943385333289251,0.7347623953369101,-1.3557087206955594,0.8768594557378216,1.6607320045122411,-0.9173305853652978,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.1870512237836455,-0.9900495037128095,0.4630423088631546,-1.019183979313898,-0.7624946625030504,0.9578859753157553,0.9896545880485821,1.0343568190481278,1.6318080878327055,-1.539174726681169,-1.3057501043508444,-0.838704722773621,1.0471963043009158,0.3917034064711061,-0.5475771855040708,0.5127076684744689,-1.2834573406497911,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.5793618697893935,-0.9900495037128095,-1.253064196519815,0.981177118456265,-0.3017032060878515,0.9578859753157553,-1.2703971071635978,1.0343568190481278,-0.007035726028472855,-0.6647678374999909,1.6631757945078938,-0.25719124153808115,-1.2601859715295558,-1.1832728010226483,1.351671669485119,2.1199417389273503,0.9133031910571687,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.6583306924100385,1.0100505037878158,0.5856213449619383,0.981177118456265,0.15908825032734747,0.9578859753157553,0.7140385276568528,1.3811654758957816,0.7841302530769236,0.6468424962717766,1.0034144836503964,-0.3653797961865537,-1.15141268470505,1.6550039944491175,1.5890777763587678,-0.4057118003557487,-1.6495840959342845,0.5596406313378746,0.9940178924830986,0.9860966422066364
1.3259058612938972,1.0100505037878158,-0.3950109438283302,-1.019183979313898,2.0022540759881435,0.9578859753157553,0.658915315578507,0.34073950535281977,0.021220201796719875,-1.10197128209058,0.6735338282216478,1.2687181646497498,-0.09145171947901598,-0.6576659870463955,-1.0223893992513682,-0.8649215347708576,0.7302398134149221,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.3721338429857744,1.0100505037878158,-1.1304851604210315,0.981177118456265,-0.3017032060878515,-1.0439655927422493,0.7691617397351987,-0.6996864651901419,-1.5045999007636874,1.0840459408623657,0.34365317279289903,0.9824692804756664,1.192998795150785,-1.6387987064687342,1.1142655626114704,-1.3241312691859664,0.18104968048818207,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.5383883701962044,-0.9900495037128095,1.3210955615546396,0.981177118456265,0.6198797067425464,-1.0439655927422493,-0.2781792897533724,-1.3933037788854497,0.16249984092268352,-1.539174726681169,0.013772517364150388,-1.1948253818248429,-0.32519856988912393,-0.7646315842766505,1.351671669485119,2.1199417389273503,1.0963665686994153,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.073320170440617,-0.9900495037128095,-0.027273835531979467,-1.019183979313898,-0.07130747788025202,-1.0439655927422493,-0.22305607767502658,0.6875481622004737,0.9819217478532727,-0.22756439290940172,0.013772517364150388,-0.6786758190227553,0.6144174822544783,-1.4728176073183386,-0.5475771855040708,-1.3241312691859664,0.7302398134149221,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
0.5815539520176296,-0.9900495037128095,1.0759374893570723,-1.019183979313898,0.38948397853494693,0.9578859753157553,-1.6011363796336728,1.3811654758957816,-1.3350643338125312,1.0840459408623657,1.1683548113647708,0.6736811140831511,-0.5751456970603285,-0.8448557821993417,0.40204724199052416,1.6607320045122411,1.0963665686994153,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.6385458136462221,1.0100505037878158,0.0953052005668042,-1.019183979313898,1.0806711631577455,0.9578859753157553,1.5408867088320406,-0.3528778083424879,1.688319943483091,-1.539174726681169,0.34365317279289903,0.19134047460871112,-1.1583556604598058,-0.6521332837413822,-0.5475771855040708,-0.4057118003557487,1.4624933239839086,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.476843897501702,-0.9900495037128095,-0.14985287163076313,0.981177118456265,2.0022540759881435,-1.0439655927422493,-0.3333025018317183,1.7279741327434355,0.44505911917461083,-0.6647678374999909,1.0034144836503964,2.5850122462061655,1.385087791032359,-0.8752856503769142,-0.07276497175677328,0.7423125356820234,-0.9173305853652978,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
-1.6560543868770834,1.0100505037878158,-1.1304851604210315,0.981177118456265,1.7718583477805439,-1.0439655927422493,0.9896545880485821,-1.3933037788854497,0.9819217478532727,-0.6647678374999909,1.0034144836503964,-1.1384771762787635,-1.4569036179143,-0.5903514301687349,-0.7849832923777195,0.2831028012669145,-0.5512038300808045,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.7522768669892506,-0.9900495037128095,-0.8853270882234643,0.981177118456265,0.8502754349501459,-1.0439655927422493,1.4857634967536948,1.3811654758957816,-0.826457632959062,-0.6647678374999909,1.0034144836503964,1.3881763604074384,0.30429789854205785,1.4272410417260746,0.6394533488641729,-0.8649215347708576,0.7302398134149221,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.027794059781518,1.0100505037878158,-1.253064196519815,-1.019183979313898,2.4630455324033425,-1.0439655927422493,-1.160150683006906,0.34073950535281977,-1.3350643338125312,-1.539174726681169,1.0034144836503964,0.3626390194687926,0.3968709086054669,0.7467185352094523,-1.0223893992513682,0.053497934059360104,0.5471764357726754,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.3442005288622558,1.0100505037878158,-1.253064196519815,0.981177118456265,1.0806711631577455,0.9578859753157553,1.2101474363619655,-0.3528778083424879,-0.8829694886094475,0.2096390516811874,1.6631757945078938,1.144752112448375,1.3087150577300464,0.92192080653487,-1.7346077198723144,-1.3241312691859664,0.3641130581304287,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.14003490192908868,-0.9900495037128095,-0.7627480521246808,-1.019183979313898,-0.7624946625030504,0.9578859753157553,-0.16793286559668072,-0.3528778083424879,1.4340165930563564,-1.10197128209058,-0.31610813806459825,-1.0528279038487227,-0.855179052502141,-1.6719949262988134,1.351671669485119,-0.1761069331481943,1.4624933239839086,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.18092417821755885,-0.9900495037128095,0.4630423088631546,0.981177118456265,-0.9928903907106499,0.9578859753157553,-1.160150683006906,1.0343568190481278,1.3492488095807782,-1.10197128209058,0.838474155936022,0.09667548929129768,0.7856775508717851,-0.3174047337880843,-0.07276497175677328,0.9719174028895778,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.0626405138086205,1.0100505037878158,-0.3950109438283302,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,-0.22305607767502658,-0.6996864651901419,-0.28959500428040014,-1.10197128209058,-1.14080977663647,-1.3232992904699041,-0.6677187071237376,0.5770489671890479,-1.4972016129986656,-1.094526401978412,0.5471764357726754,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
-1.3510294454611205,-0.9900495037128095,-0.3950109438283302,-1.019183979313898,0.38948397853494693,0.9578859753157553,0.49354567934346943,0.6875481622004737,1.2362250982800074,1.5212493854529547,1.1683548113647708,0.21613368504898609,-0.28122639010900463,-1.3003816876454275,1.351671669485119,-0.8649215347708576,0.3641130581304287,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.6674359145418582,-0.9900495037128095,0.0953052005668042,-1.019183979313898,0.38948397853494693,0.9578859753157553,0.49354567934346943,1.0343568190481278,0.5298269026501891,-1.539174726681169,-0.4810484657789726,0.5181600667759718,-0.5242305415254535,0.7753041689520205,0.16464113511687545,0.9719174028895778,0.7302398134149221,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.164372391758815,1.0100505037878158,-0.027273835531979467,-1.019183979313898,-0.9928903907106499,0.9578859753157553,-0.002563229361643179,1.7279741327434355,-0.26133907645520743,1.0840459408623657,-1.4706904320652185,0.3784165170216949,0.29041194703254647,-0.2150497226453403,1.5890777763587678,1.6607320045122411,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.14003490192908868,-0.9900495037128095,-0.7627480521246808,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,-1.160150683006906,1.7279741327434355,1.1514573148044291,-0.22756439290940172,-0.4810484657789726,0.6759350423049942,1.5540335343980805,-0.2187381915153491,-1.0223893992513682,-0.1761069331481943,-0.002013697154064573,0.5596406313378746,0.9940178924830986,0.9860966422066364
1.6741806078360042,-0.9900495037128095,-0.6401690160258973,-1.019183979313898,-0.07130747788025202,-1.0439655927422493,-0.44354892598840995,-0.6996864651901419,-1.7023913955400367,1.0840459408623657,0.5085935005072734,-0.890545071876014,-1.6351066622863626,-1.1648304566726044,-1.259795506125017,-0.4057118003557487,-0.9173305853652978,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.7021981452642417,1.0100505037878158,1.8114117059497739,0.981177118456265,-0.532098934295451,0.9578859753157553,-0.9947810467718684,0.6875481622004737,1.6318080878327055,-0.6647678374999909,1.4982354667935194,0.8945660798237824,1.343429936503825,-0.06013403010497102,-1.7346077198723144,-1.3241312691859664,0.7302398134149221,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.736342728258566,1.0100505037878158,-1.007906124322248,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,1.2652706484403113,-1.3933037788854497,-0.007035726028472855,1.5212493854529547,-1.4706904320652185,0.8720267976053507,1.2138277224150522,-0.026015693057389693,0.6394533488641729,-0.6353166675633032,-1.4665207182920377,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
-1.421594916982724,-0.9900495037128095,0.21788423666558757,0.981177118456265,-0.9928903907106499,0.9578859753157553,1.430640284675349,-1.0464951220377958,-0.3461068599307856,1.0840459408623657,-1.3057501043508444,-1.4044407064562585,-1.6952791188275784,1.256649356488168,0.6394533488641729,0.053497934059360104,-0.002013697154064573,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.2947394548653062,1.0100505037878158,0.0953052005668042,0.981177118456265,-0.07130747788025202,-1.0439655927422493,-1.2703971071635978,-1.3933037788854497,-0.7134339216582911,1.0840459408623657,-0.4810484657789726,0.4460343636769902,-0.2465115113352262,0.7531733557319678,0.16464113511687545,1.4311271373046865,1.0963665686994153,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
-0.3813232884223131,-0.9900495037128095,1.3210955615546396,-1.019183979313898,-0.9928903907106499,-1.0439655927422493,0.9345313759702363,-0.6996864651901419,1.6600640156578983,-0.22756439290940172,-0.8109291212077213,1.5391895512709313,1.6628068212225862,1.1699703380429614,-1.4972016129986656,-0.1761069331481943,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.6788174422066329,1.0100505037878158,-1.253064196519815,0.981177118456265,2.2326498041957428,-1.0439655927422493,-0.5537953501451016,-0.006069151494834045,0.95366582002808,0.6468424962717766,1.6631757945078938,-0.915338282316289,0.8898221871931203,0.8785812973122666,1.1142655626114704,-0.6353166675633032,1.0963665686994153,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
-0.5452172867950693,1.0100505037878158,0.3404632727643712,0.981177118456265,-0.9928903907106499,0.9578859753157553,-0.2781792897533724,-1.3933037788854497,0.7558743252517308,-0.22756439290940172,-1.4706904320652185,-1.4089485628999447,-1.172241611969317,-0.7194478406190427,1.1142655626114704,0.9719174028895778,-1.1003939630075446,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.1074647534349413,-0.9900495037128095,-1.253064196519815,0.981177118456265,-0.7624946625030504,-1.0439655927422493,0.8794081638918904,0.6875481622004737,-1.5045999007636874,1.0840459408623657,0.5085935005072734,-1.0843828989545272,-1.211585141246266,1.6005990786164879,-1.259795506125017,-0.1761069331481943,0.9133031910571687,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
0.0010960411141180265,-0.9900495037128095,-0.3950109438283302,0.981177118456265,0.15908825032734747,0.9578859753157553,1.0999010122052737,1.3811654758957816,-0.515642426881942,-1.10197128209058,0.013772517364150388,-0.1242094764493337,-1.3666449331024761,-1.5742505012435803,-1.0223893992513682,-1.3241312691859664,-0.9173305853652978,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.5194760548997868,-0.9900495037128095,0.0953052005668042,0.981177118456265,0.8502754349501459,-1.0439655927422493,0.16280640687339437,-1.0464951220377958,1.2927369539303928,1.0840459408623657,1.6631757945078938,-1.055081832070566,0.07055104813194991,0.43688715012871376,0.16464113511687545,-0.1761069331481943,-0.5512038300808045,0.5596406313378746,0.9940178924830986,-1.0140993866100703
1.4328922213427797,-0.9900495037128095,0.5856213449619383,0.981177118456265,-0.9928903907106499,0.9578859753157553,0.5486688914218153,-1.0464951220377958,0.8123861809021163,-1.539174726681169,-0.9758694489220956,-0.6719140343572259,-1.3689592583540613,0.9283756270573854,-1.0223893992513682,-0.6353166675633032,-0.7342672077230512,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.4018100382189076,1.0100505037878158,1.198516525455856,0.981177118456265,0.38948397853494693,-1.0439655927422493,-1.2152738950852517,1.3811654758957816,0.5580828304753818,-1.539174726681169,0.5085935005072734,2.143242314724903,1.2855718052141942,1.5480383972188625,-1.259795506125017,-0.6353166675633032,0.9133031910571687,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
-1.16209608622586,-0.9900495037128095,0.21788423666558757,0.981177118456265,-0.9928903907106499,0.9578859753157553,-1.490889955476981,0.34073950535281977,-1.1090169112109893,-1.10197128209058,1.6631757945078938,-0.13773304578039278,-1.1028118544217602,-1.1897276215451638,0.8768594557378216,-1.3241312691859664,-1.1003939630075446,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.2668061407417874,1.0100505037878158,-1.253064196519815,-1.019183979313898,-0.07130747788025202,-1.0439655927422493,-0.7191649863801393,1.7279741327434355,-0.5438983547071348,-0.22756439290940172,0.17871284507852472,0.5790161287657376,-0.4339718567136296,0.19621455636064006,-0.310171078630422,-1.094526401978412,1.279429946341662,-1.7868609675630667,0.9940178924830986,0.9860966422066364
-1.2121748079508687,-0.9900495037128095,-1.253064196519815,-1.019183979313898,2.0022540759881435,0.9578859753157553,-0.05768644143998903,-1.3933037788854497,-0.9112254164346402,-0.6647678374999909,1.4982354667935194,-0.23014410287596304,-0.7255768384133682,0.2718281681958203,-1.0223893992513682,0.2831028012669145,-1.2834573406497911,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.168925002824725,-0.9900495037128095,-0.2724319077295465,0.981177118456265,2.6934412606109417,-1.0439655927422493,1.5408867088320406,-0.3528778083424879,0.5580828304753818,1.5212493854529547,1.1683548113647708,1.1019274762333549,-0.00582168517036258,-0.7360459505340823,-0.5475771855040708,-0.4057118003557487,0.7302398134149221,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.0459202807404389,-0.9900495037128095,1.198516525455856,-1.019183979313898,1.311066891365345,0.9578859753157553,-0.3333025018317183,-0.3528778083424879,-0.9959931999102184,-1.10197128209058,1.333295139079145,-0.3608719397428673,1.3133437082332169,-0.4317472687583569,-1.7346077198723144,-0.6353166675633032,1.0963665686994153,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.5770013409517196,1.0100505037878158,-0.027273835531979467,-1.019183979313898,0.15908825032734747,-1.0439655927422493,-1.160150683006906,1.3811654758957816,-1.561111756414073,-0.6647678374999909,-0.4810484657789726,2.3415879982471024,1.1443979648674953,0.1242894133954686,0.40204724199052416,1.4311271373046865,1.4624933239839086,-1.7868609675630667,0.9940178924830986,0.9860966422066364
0.8865788934335924,-0.9900495037128095,-1.253064196519815,-1.019183979313898,0.15908825032734747,0.9578859753157553,0.05255998271670267,1.3811654758957816,-1.1090169112109893,0.6468424962717766,-0.31610813806459825,-0.5254086999374192,-1.4083027876310101,1.140462587082891,0.8768594557378216,0.9719174028895778,0.3641130581304287,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.0550255028722586,1.0100505037878158,-1.253064196519815,0.981177118456265,0.8502754349501459,-1.0439655927422493,-1.6562595917120186,0.34073950535281977,1.2644810261052,0.6468424962717766,1.4982354667935194,0.621840764980758,0.23023949049133058,-1.5576523913285407,-0.07276497175677328,0.7423125356820234,-1.4665207182920377,-1.7868609675630667,0.9940178924830986,0.9860966422066364
-1.3350953067304359,1.0100505037878158,1.0759374893570723,0.981177118456265,1.0806711631577455,0.9578859753157553,-0.8294114105368309,0.6875481622004737,0.9254098922028873,0.2096390516811874,0.17871284507852472,-1.2804746542548837,-1.6027061087641694,-0.13851399359265787,-0.07276497175677328,0.9719174028895778,0.18104968048818207,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.6931771464371409,-0.9900495037128095,0.5856213449619383,0.981177118456265,-0.532098934295451,-1.0439655927422493,-0.11280965351833487,0.6875481622004737,1.1797132426296217,1.5212493854529547,0.838474155936022,-0.2797305237565129,-0.14236687501389098,-1.3105249770379517,-0.5475771855040708,0.5127076684744689,-0.7342672077230512,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
-1.1416093364292654,1.0100505037878158,1.0759374893570723,0.981177118456265,0.6198797067425464,-1.0439655927422493,0.9345313759702363,0.34073950535281977,1.4905284487067418,-0.22756439290940172,1.0034144836503964,0.3062908139227132,0.48944391866887604,0.7623945279069897,-1.259795506125017,-1.3241312691859664,-0.18507707479631122,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
